accuracy,loss,val_accuracy,val_loss,learning_rate
0.99541175365448,0.013756432570517063,0.9981442093849182,0.0061568086966872215,0.0010000000474974513
0.9976438879966736,0.0070892623625695705,0.998261034488678,0.004861176013946533,0.0010000000474974513
0.9978803396224976,0.0060633509419858456,0.998131275177002,0.004460486583411694,0.0010000000474974513
0.9980937838554382,0.005497043486684561,0.9981572031974792,0.004229207057505846,0.0010000000474974513
0.9981442093849182,0.0054580955766141415,0.9985076189041138,0.004011318553239107,0.0010000000474974513
0.9982119798660278,0.005233644973486662,0.9985595345497131,0.003920186776667833,0.0010000000474974513
0.998261034488678,0.005147916730493307,0.9985335469245911,0.004300872329622507,0.0010000000474974513
0.9982264041900635,0.005159326829016209,0.9984686374664307,0.004115039482712746,0.0010000000474974513
0.9983533024787903,0.004763476084917784,0.9985984563827515,0.0038539066445082426,0.0005000000237487257
0.9983936548233032,0.004685562569648027,0.9988060593605042,0.0037439388688653708,0.0005000000237487257
0.9983821511268616,0.004648185800760984,0.9987412095069885,0.003833319526165724,0.0005000000237487257
0.9984816312789917,0.004612044896930456,0.9989488124847412,0.003555451752617955,0.0005000000237487257
0.9984643459320068,0.004484908189624548,0.9988060593605042,0.0037315080408006907,0.0005000000237487257
0.9984513521194458,0.004569089971482754,0.9988968968391418,0.003541282145306468,0.0005000000237487257
0.9984455704689026,0.004542130045592785,0.998935878276825,0.0035150409676134586,0.0005000000237487257
0.9984888434410095,0.0043907565996050835,0.9988579750061035,0.0035201420541852713,0.0002500000118743628
0.99852055311203,0.004342012573033571,0.9989618062973022,0.0033822800032794476,0.0002500000118743628
0.9984931945800781,0.004349274095147848,0.9988579750061035,0.0034571965225040913,0.0002500000118743628
0.998457133769989,0.004482794087380171,0.9985465407371521,0.003745649941265583,0.0002500000118743628
0.9985421895980835,0.004340372048318386,0.9989618062973022,0.0033348940778523684,0.0002500000118743628
0.9985148310661316,0.00426364503800869,0.9989618062973022,0.0033369141165167093,0.0001250000059371814
0.9985277652740479,0.00430534640327096,0.9989488124847412,0.0033427351154386997,0.0001250000059371814
0.9985249042510986,0.004259446170181036,0.9989618062973022,0.0033247796818614006,0.0001250000059371814
0.9985840320587158,0.004183220211416483,0.9989618062973022,0.0033233046997338533,6.25000029685907e-05
0.9985508322715759,0.004273280967026949,0.9989488124847412,0.003300848649814725,6.25000029685907e-05
0.9985421895980835,0.004322766792029142,0.9989618062973022,0.003301199758425355,6.25000029685907e-05
0.9984931945800781,0.004378043115139008,0.9989488124847412,0.003338464768603444,3.125000148429535e-05
0.9985249042510986,0.004278250504285097,0.9989488124847412,0.0033324093092232943,3.125000148429535e-05
0.9985494017601013,0.004250591620802879,0.9989618062973022,0.0032867733389139175,3.125000148429535e-05
0.9985393285751343,0.004281202331185341,0.9989488124847412,0.003322416450828314,1.5625000742147677e-05
0.99852055311203,0.004279784392565489,0.9989618062973022,0.0033188157249242067,1.5625000742147677e-05
0.9985955357551575,0.004177948925644159,0.9989618062973022,0.003297559916973114,1.5625000742147677e-05
0.9985119104385376,0.0042879534885287285,0.9989228844642639,0.0033776306081563234,9.999999747378752e-06
0.9985479712486267,0.004317983984947205,0.9989618062973022,0.0032948150765150785,9.999999747378752e-06
