accuracy,loss,val_accuracy,val_loss,learning_rate
0.9929615259170532,0.01709030196070671,0.9980810880661011,0.0050517055206000805,0.0010000000474974513
0.998254656791687,0.00649036793038249,0.9980587959289551,0.005518533755093813,0.0010000000474974513
0.998299241065979,0.006074386648833752,0.9980810880661011,0.005306652747094631,0.0010000000474974513
0.9984306693077087,0.005672527477145195,0.9979249238967896,0.004529234021902084,0.0010000000474974513
0.9983116388320923,0.005527007393538952,0.9980810880661011,0.00511086406186223,0.0010000000474974513
0.9984356164932251,0.005623451434075832,0.9980810880661011,0.00440501794219017,0.0010000000474974513
0.9984058737754822,0.005502905696630478,0.9981033802032471,0.004544934723526239,0.0010000000474974513
0.998443067073822,0.005536075681447983,0.9981033802032471,0.004390219692140818,0.0010000000474974513
0.9984306693077087,0.005394772160798311,0.9980141520500183,0.004957213532179594,0.0010000000474974513
0.9983612298965454,0.005596871487796307,0.9981033802032471,0.004350690636783838,0.0005000000237487257
0.9984480142593384,0.0054869516752660275,0.9981033802032471,0.004567173309624195,0.0005000000237487257
0.9984405636787415,0.005461282562464476,0.9985719919204712,0.004080900456756353,0.0005000000237487257
0.9983736276626587,0.00521281361579895,0.9982372522354126,0.004494670312851667,0.0005000000237487257
0.9984281659126282,0.005491582211107016,0.9981033802032471,0.0045902482233941555,0.0005000000237487257
0.9984926581382751,0.0053778705187141895,0.9984604120254517,0.0042840875685215,0.0005000000237487257
0.998552143573761,0.0051639568991959095,0.9985942840576172,0.0039517199620604515,0.0002500000118743628
0.9985124468803406,0.005257460288703442,0.9984827041625977,0.0041501871310174465,0.0002500000118743628
0.9985645413398743,0.0051911636255681515,0.9985719919204712,0.004211022984236479,0.0002500000118743628
0.9984976053237915,0.005172520875930786,0.9984157681465149,0.00407074112445116,0.0002500000118743628
0.9984529614448547,0.005329389125108719,0.9985942840576172,0.003944706171751022,0.0001250000059371814
0.9984405636787415,0.005127443466335535,0.9986612200737,0.0038406290113925934,0.0001250000059371814
0.9984852075576782,0.005242615472525358,0.9985942840576172,0.004053490236401558,0.0001250000059371814
0.9984951019287109,0.005224256310611963,0.9986612200737,0.003668175544589758,0.0001250000059371814
0.9984381198883057,0.005180020350962877,0.9986612200737,0.0038490474689751863,0.0001250000059371814
0.998487651348114,0.00521630747243762,0.9983934760093689,0.004207673016935587,0.0001250000059371814
0.9984554648399353,0.005107867531478405,0.9985719919204712,0.003981149755418301,0.0001250000059371814
0.9984182715415955,0.005117857828736305,0.9985719919204712,0.0039301058277487755,6.25000029685907e-05
0.9984628558158875,0.005095751490443945,0.9985942840576172,0.0039006241131573915,6.25000029685907e-05
