epoch,accuracy,learning_rate,loss,val_accuracy,val_loss
0,0.9423230886459351,0.0010000000474974513,0.13512299954891205,0.9561495780944824,0.10604559630155563
1,0.9537405371665955,0.0010000000474974513,0.11019252985715866,0.9575061202049255,0.10395963490009308
2,0.9546422362327576,0.0010000000474974513,0.10817331075668335,0.9566663503646851,0.10331165790557861
3,0.9554092884063721,0.0010000000474974513,0.10705103725194931,0.9584212303161621,0.10112219303846359
4,0.9556623101234436,0.0010000000474974513,0.10595031082630157,0.9582489728927612,0.10004745423793793
5,0.9566016793251038,0.0010000000474974513,0.10434520244598389,0.9578937292098999,0.10078727453947067
6,0.9571238160133362,0.0010000000474974513,0.10308544337749481,0.958970308303833,0.09810350835323334
7,0.9575706124305725,0.0010000000474974513,0.10144946724176407,0.9594870805740356,0.09790481626987457
8,0.9577886462211609,0.0010000000474974513,0.10042113810777664,0.9605637192726135,0.09548352658748627
9,0.9582192897796631,0.0010000000474974513,0.09962528944015503,0.9600038528442383,0.09663958847522736
10,0.9581277966499329,0.0010000000474974513,0.09891174733638763,0.9611881375312805,0.09363503009080887
11,0.9583592414855957,0.0010000000474974513,0.09844214469194412,0.960499107837677,0.09412359446287155
12,0.9589406251907349,0.0010000000474974513,0.09795314818620682,0.9614250063896179,0.09310398250818253
13,0.9588813781738281,0.0010000000474974513,0.09759874641895294,0.9608974456787109,0.09384769201278687
14,0.9590402245521545,0.0010000000474974513,0.09751848876476288,0.9615326523780823,0.09290210157632828
15,0.9586957097053528,0.0010000000474974513,0.09762606769800186,0.9609190225601196,0.09475446492433548
16,0.9590590596199036,0.0010000000474974513,0.09706897288560867,0.961877167224884,0.09208834171295166
17,0.95941162109375,0.0010000000474974513,0.0965813472867012,0.9621140360832214,0.09196484088897705
18,0.959600031375885,0.0010000000474974513,0.09619923681020737,0.9615972638130188,0.09278924018144608
19,0.9595435261726379,0.0010000000474974513,0.09612887352705002,0.9616833925247192,0.09223608672618866
20,0.9599041938781738,0.0010000000474974513,0.09572316706180573,0.9607897996902466,0.09363370388746262
21,0.9604209661483765,0.0005000000237487257,0.0939786434173584,0.9628676772117615,0.09021209925413132
22,0.9606416821479797,0.0005000000237487257,0.09356675297021866,0.9616726040840149,0.09159275144338608
23,0.9605689644813538,0.0005000000237487257,0.09360001981258392,0.9622431993484497,0.0912284180521965
24,0.9608677625656128,0.0005000000237487257,0.0933481827378273,0.9615541696548462,0.0925605297088623
25,0.9612687826156616,0.0002500000118743628,0.09246912598609924,0.9631475806236267,0.08964697271585464
26,0.961166501045227,0.0002500000118743628,0.09258333593606949,0.9628568887710571,0.0900433212518692
27,0.9614006876945496,0.0002500000118743628,0.09210162609815598,0.9634382724761963,0.08942945301532745
28,0.9613414406776428,0.0002500000118743628,0.09227176755666733,0.9631475806236267,0.0895577222108841
29,0.9615002870559692,0.0002500000118743628,0.09193173795938492,0.9631152749061584,0.08960732817649841
